Gene,WT_L8_rep1,WT_L8_rep2,WT_L12_rep1,WT_L12_rep2,KO_L8_rep1,KO_L8_rep2,KO_L12_rep1,KO_L12_rep2
Rhox2g,0,0,0,0,0,0,0,0
Birc2,389,404,425,458,519,352,597,398
Osbpl3,143,237,109,188,253,154,218,91
Acot6,3,7,5,7,4,5,4,4
Trhr2,5,3,3,5,0,1,1,0
4930467E23Rik,0,0,0,0,0,0,1,0
Krtap9-1,0,0,0,0,0,0,0,0
Psmb10,67,46,51,50,309,114,174,64
Lrrc61,112,127,94,95,95,13,151,51
Sfrp2,194,73,129,91,564,458,1014,727
Dmd,281,244,196,270,345,220,407,268
Arpc4,1628,2002,1766,1943,3372,1390,2664,1044
1810064F22Rik,0,1,0,2,1,0,1,0
Hcfc1r1,415,433,517,529,292,396,391,322
Znrf4,0,0,0,0,0,0,0,0
Trmt6,697,896,605,592,1209,1140,1078,750
Dyx1c1,3,10,7,14,12,16,27,18
Retnla,0,0,0,0,0,0,1,0
Gfer,363,406,317,363,606,507,601,390
Tyms-ps,47,55,40,34,42,61,49,54
Hgfac,4,3,9,18,2,0,3,0
Tbx3os2,8,8,4,3,1,1,5,1
Chodl,0,0,0,0,0,0,5,0
Qpctl,166,149,233,206,107,110,175,89
Prss55,0,0,1,0,0,0,0,0
Olfr847,0,0,0,0,0,0,0,0
Piezo1,1876,2424,1557,1691,2467,2290,2230,1684
Usmg5,65,104,72,70,99,58,112,47
Mrps28,277,315,315,342,377,274,337,175
Shcbp1,790,704,727,535,731,805,704,538
Hoxa6,1,3,1,0,15,0,12,0
Oser1,48,64,59,70,53,64,54,58
Tcaim,65,55,70,70,100,63,84,50
1700001D01Rik,0,0,0,0,0,0,0,1
Aph1a,202,250,263,291,221,147,224,82
Mir5624,0,0,0,0,0,0,0,0
Mir6403,0,0,0,1,0,0,1,0
Mxra7,78,138,61,107,291,232,218,189
Hmox1,1871,1924,1700,1814,1030,561,821,463
Vegfa,2000,2678,2039,2615,977,872,1973,1478
Ccr1,0,0,0,1,0,2,0,2
Ep300,2165,2727,2231,2259,2444,2468,3118,2551
Cyp3a25,0,0,0,0,0,0,0,0
Ctf2,1,1,2,1,2,0,3,2
Pcdh17,13,53,45,116,44,30,196,338
Tspan31,1231,1410,1464,1754,1258,945,1363,867
Tmc8,21,14,22,17,22,14,32,7
B020031M17Rik,1,0,0,0,0,0,0,0
Gldc,4258,5301,2983,3574,1652,770,1762,687
Dnm1,67,81,142,265,77,52,457,352
Basp1,1033,1919,1006,1457,1571,1495,2412,1248
Sufu,570,785,486,577,1002,799,1022,692
Olfr1140,0,0,0,0,0,0,0,0
Grm3,1,0,1,0,8,0,3,5
Srsf7,2408,2743,1951,2085,4284,3049,4639,2959
1110028F11Rik,2,2,1,5,1,0,0,0
Gp5,10,18,48,51,3,2,5,16
Hadh,1333,1800,1582,2219,1311,980,1637,1094
Klrc3,0,0,0,0,0,0,0,0
Mettl10,149,172,173,173,182,150,222,225
Olfr609,0,0,0,0,0,0,0,0
1700123O21Rik,0,0,0,0,0,0,0,0
Rilpl2,114,156,158,178,117,68,136,90
Mir335,3,1,0,0,0,0,0,0
Chrna10,0,0,0,1,0,3,1,0
Cers6,468,548,742,744,212,177,388,232
Gm6614,0,0,0,0,0,0,0,0
Aamdc,92,115,112,101,72,38,83,51
Lrrc8d,548,766,421,683,651,586,738,566
Gm15326,0,0,0,1,1,0,0,0
Gm4745,0,0,0,0,0,0,0,0
Gm8300,1,0,0,0,1,1,0,0
Sec61a2,643,757,555,694,762,872,893,809
Fgf16,6,6,0,0,0,4,0,0
Dyrk3,196,189,134,112,578,317,469,202
Ccdc33,16,6,26,21,6,1,6,1
Pank1,145,191,83,120,310,248,377,253
Proc,26,33,91,137,10,2,20,4
Mapk3,2030,2619,1989,2489,1552,1274,1442,968
Tspan32,6,75,19,35,1,5,5,10
Clec11a,12,14,3,3,12,18,13,4
Gpc2,220,329,250,249,341,190,828,324
4930573O16Rik,0,0,0,0,0,0,0,0
Asprv1,9,7,4,6,4,6,11,1
Kctd11,241,263,255,281,244,171,212,121
Gm10785,21,24,22,25,22,12,26,19
Mir7014,1,0,0,0,1,0,1,1
Ust,157,150,140,118,190,171,217,132
1700003I22Rik,0,0,0,0,0,0,0,0
Arap2,351,394,316,357,451,361,339,254
Tyw5,120,171,134,159,229,171,160,142
Olfr1206,0,0,0,0,0,0,0,0
Mgat4b,792,1055,735,1041,720,565,842,367
Gemin5,1279,1206,780,752,2690,1832,2244,1169
Rnase4,849,1072,1401,1624,132,95,251,120
Olfr685,0,0,0,0,0,0,0,0
Suv420h1,712,858,802,935,761,714,1177,780
Snord42a,1,1,1,0,1,3,3,0
Gid4,703,725,636,695,870,562,967,460
Pdxdc1,1531,1838,2170,2169,1412,1279,1810,1510
Aqp6,1,1,1,0,3,0,3,0
Metap1,1118,1336,1026,1209,1440,1135,1219,785
Rorc,6,2,3,4,18,10,7,6
Gatad2a,2814,2904,2948,2836,3193,2245,3145,1685
Gm15056,0,0,0,0,0,0,0,0
Fam83c,2,3,1,2,1,9,4,5
Nol6,1003,1079,710,672,1922,1086,1775,835
Zic1,111,9,115,12,365,112,1040,178
Rbp1,151,203,194,340,355,362,394,308
S100a3,1,4,0,0,6,7,2,2
Olfr1015,0,0,0,0,0,0,0,0
Kis2,4,0,0,0,5,4,5,2
Klf13,986,1270,1068,1007,890,625,847,427
Faim3,1,0,1,0,0,0,0,0
Ebag9,183,207,205,211,185,176,218,170
Hadha,924,1022,1029,1137,1006,870,1328,1011
1700022H01Rik,0,1,0,1,1,1,0,1
Lsm7,5,5,4,3,14,5,7,6
Taldo1,1012,1239,832,984,1560,895,1579,666
C130046K22Rik,55,85,39,64,53,43,77,25
Gm6890,0,0,0,0,0,0,0,0
Tktl2,1,0,1,0,2,0,5,0
Cyb5rl,27,31,19,36,30,23,53,17
Setdb1,1511,1649,1257,1265,1942,1690,2368,1603
Syt9,98,66,50,56,248,232,274,281
Mrps22,213,257,164,214,362,298,395,278
Prdx6,2038,2541,1186,1414,5084,2931,4243,1848
Arhgef28,642,296,1285,911,214,111,293,136
Bag2,791,978,716,1063,559,489,531,455
Tgfbr1,1164,1476,1551,1785,1762,1589,2900,2786
Snord11,1,0,0,0,0,1,0,0
Olfr659,0,0,0,0,0,0,0,0
Cox11,219,241,225,270,306,171,265,118
Vmn2r98,0,0,0,0,0,0,0,0
Eif2ak1,605,802,636,656,882,814,947,833
Mir6950,37,24,25,30,3,14,17,14
Ccl2,3,6,5,11,29,16,5,8
Rgs19,271,350,288,242,509,266,447,163
Abt1,266,356,285,295,527,320,458,290
Mir8097,5,16,7,15,10,3,15,8
Smu1,1598,1767,1465,1714,2351,2037,2355,1741
Zfp386,351,471,348,426,502,666,672,685
Btc,0,2,5,2,1,0,0,1
Znf512b,786,1137,1055,1147,845,453,1534,663
Snap47,505,628,598,762,675,480,958,623
Actr2,3300,3453,2942,3045,3812,2418,3665,1848
Ulbp1,4,6,7,13,6,7,9,0
Agxt2,0,1,1,3,0,0,0,0
Ceacam11,0,0,0,1,0,0,0,0
Lmod3,0,1,4,5,0,1,0,2
Tep1,150,129,220,160,110,61,100,64
1700025F24Rik,1,1,1,0,9,9,4,0
Mir7034,1,2,2,1,3,1,1,1
Tmem86a,48,63,67,134,34,18,66,46
Pgam2,9,15,7,21,21,7,19,11
Foxc2,8,12,4,19,29,22,64,79
Prtg,3326,4578,806,1199,6575,8671,2217,1879
Ptpn9,643,798,695,813,888,848,1086,737
Pira1,0,0,0,0,0,0,0,0
2810408A11Rik,79,81,50,50,70,46,109,44
Cfd,0,0,0,0,0,0,0,0
Lss,934,1244,581,549,1125,866,954,579
Gm6592,0,1,0,0,0,0,1,0
Adprh,695,919,682,826,796,398,971,427
Ube2e3,581,919,567,699,1134,854,1199,726
Kdm3b,1293,1433,1162,1180,1947,1782,2590,1781
Srl,169,151,114,135,312,194,285,182
Fbp1,1,0,0,0,6,4,9,3
Fbxl15,42,66,33,49,51,11,71,22
Coro1b,2037,2276,2123,2267,1419,1056,1655,982
Pde1a,2,4,12,25,7,10,14,16
Hsbp1l1,5,9,8,12,4,2,9,5
Slc38a9,288,501,284,399,155,135,211,142
Olfr1337,0,0,0,0,0,0,0,0
Enpp5,465,464,809,872,104,31,183,86
Lpxn,3,5,11,23,5,2,7,7
Slc38a7,1137,1238,1397,1259,468,304,505,266
Pla2g4f,3,7,2,4,7,1,6,1
Ndufa2,523,577,619,637,697,354,708,280
Mir6356,0,0,0,0,0,0,0,0
Cbx4,85,127,168,246,76,41,223,178
Gm14057,6,10,13,11,21,12,20,10
Snap23,1094,1212,1058,1126,1016,942,858,852
Pdzk1ip1,10,17,20,31,6,7,4,4
Comt,381,409,412,397,375,254,426,175
Hn1l,2171,2465,2013,2199,3849,3276,3483,2332
5830428M24Rik,0,0,0,0,0,0,0,0
Acot4,13,13,24,42,3,1,3,2
Bambi,393,806,450,740,627,842,886,1330
Olfr901,0,0,0,0,0,0,0,0
Pkd1l2,16,15,7,9,13,22,20,9
Zfp664,1709,1937,1516,1610,2919,2369,3392,1955
Plcb3,797,1070,579,716,1193,1166,1544,1227
Nle1,210,203,157,115,479,233,433,127
Vstm4,4,20,36,60,8,3,32,38
Ufsp1,68,99,101,85,55,60,59,56
8030442B05Rik,0,0,0,0,0,0,0,0
Vmn2r11,0,0,0,0,0,0,0,0
Olfr1085,0,0,0,0,0,0,0,0
Olfr1437,0,0,0,0,0,0,0,0
Spdyb,0,0,0,0,0,0,0,1
Stard3nl,362,567,386,433,609,401,498,300
Wdr83,198,197,211,168,217,168,258,169
Mroh6,13,9,17,10,13,14,22,12
Slc22a6,0,0,1,1,0,0,0,0
Cd52,2,2,2,13,1,0,2,6
Mmp16,18,17,21,41,53,17,162,107
Pim2,561,324,172,174,1409,852,973,759
Krtap4-7,0,0,0,0,0,0,0,0
Plcb1,26,17,42,72,25,37,129,158
Firre,1838,2501,1589,1996,1217,1121,1390,955
Aqp11,80,78,77,69,59,36,57,16
Csf2rb2,3,26,6,18,2,0,3,4
1700067G17Rik,0,0,0,0,0,0,0,0
2210404O09Rik,70,68,62,66,91,74,89,69
Xrcc4,86,88,71,73,79,92,89,67
Gm5169,0,0,0,0,0,0,0,0
Pam,458,847,428,773,698,967,707,661
Mir6941,0,0,0,0,1,1,3,0
4932414J04Rik,0,0,0,0,0,0,0,0
Lor,5,29,14,17,37,28,19,14
Kcnip1,4,0,2,1,5,5,2,5
Cmas,424,669,506,671,616,449,661,548
Il1bos,0,1,0,0,2,0,0,0
Vmn2r67,0,0,0,0,0,0,0,0
Commd10,433,514,423,429,576,401,539,366
Gm16793,1,9,8,22,7,3,7,11
Krt19,1980,2574,2398,3239,825,695,962,507
4930474N09Rik,0,0,0,0,1,0,0,1
Mir6369,0,0,1,0,0,0,0,0
Wdr7,898,1104,1213,1509,433,322,655,340
Tmem200b,13,28,11,33,22,28,81,29
Lgr5,110,153,33,38,101,351,140,93
Stab1,102,192,170,341,138,65,196,75
Steap4,1,3,3,3,1,5,3,0
Ddx46,2035,2386,1592,1857,3048,2541,3305,1912
Mir29a,0,0,0,0,0,0,0,0
Syne3,144,160,217,192,45,50,84,18
Cck,3,4,1,1,2,6,3,4
Il1a,4,4,2,2,3,4,1,0
Cldn3,70,90,69,63,66,29,138,44
Cav3,0,0,0,2,1,0,0,0
Plxna1,4387,3562,5479,4711,2066,2660,2636,2292
Olfr1019,0,0,0,0,0,0,0,0
Trp73,22,6,4,9,68,78,57,44
Car8,363,165,280,173,68,25,92,24
Il13ra2,0,0,0,0,0,0,0,0
2310005E17Rik,0,0,0,0,0,0,0,0
1700071M16Rik,11,12,2,16,33,20,8,4
Tmem136,364,274,535,490,212,214,300,229
Gm7550,0,0,0,0,0,0,0,0
Gm15441,6,10,2,13,1,2,12,7
2010111I01Rik,117,117,130,121,382,225,382,248
Ankrd13b,119,160,105,90,419,246,681,175
Casq2,11,5,4,4,9,7,6,0
Aldh1l1,108,106,55,36,22,23,17,13
Olfr1186,0,0,0,0,0,0,0,0
Gm12130,0,0,0,0,0,0,0,0
Kcna3,2,2,1,10,12,10,20,9
Slc22a30,0,0,0,0,0,0,0,1
Ncor2,1528,1721,1365,1375,2013,1529,3033,1749
Ctsb,9877,9414,11375,11904,2563,1278,2886,1936
Cebpb,70,97,84,153,63,62,53,41
Acvr2b,246,397,150,315,406,191,407,126
Prc1,1568,1747,1293,1486,1399,1357,1758,1402
1810058I24Rik,784,1263,1012,1340,847,377,894,452
Wfdc12,0,0,0,0,0,0,0,0
Aldh3a2,517,700,1011,1517,295,177,498,269
Ccdc108,2,5,2,2,1,0,2,0
Gm20756,0,0,1,0,0,0,0,0
Phyhipl,46,31,32,21,140,93,143,84
B9d1,84,78,79,79,180,118,197,79
Olfr592,0,0,0,0,0,0,0,0
Gm21188,21,41,27,22,19,17,29,13
Brd8,1650,1684,1425,1503,2060,1455,2642,1671
Zfp385c,313,393,315,353,385,247,438,244
Cdr2l,175,150,193,171,317,233,626,230
Gm13031,0,1,0,1,2,0,1,1
Mir135a-1,0,1,4,4,0,1,1,0
Slc17a2,0,2,2,9,1,0,2,0
Ccdc112,130,211,156,209,287,251,330,286
Dnajc15,139,136,124,95,216,252,167,273
Pla2g12a,320,347,430,706,303,163,372,228
Ctsll3,0,0,0,0,0,0,13,0
Crlf2,126,122,179,159,65,25,69,27
Slc5a4a,0,0,0,0,0,2,0,0
CK137956,0,0,0,0,0,0,1,0
Calhm2,1,7,5,8,21,23,22,11
Psg20,0,0,0,0,0,0,0,0
Ube2d2b,0,3,0,1,0,1,2,0
Fam196a,20,11,17,14,35,25,32,28
Mphosph10,696,715,543,568,1199,1052,981,746
3110009E18Rik,14,28,12,20,23,26,19,27
Vsig4,0,0,0,0,0,0,0,0
Twf1,1137,1185,985,1192,929,724,1008,714
Mir6353,0,0,0,0,0,0,0,0
Ephb6,66,71,35,37,180,41,199,48
Otud6b,485,506,334,429,940,980,760,721
Tspan2,458,706,914,960,577,554,324,378
Irs1,333,485,388,454,474,474,961,606
Ralgds,625,765,572,639,737,471,1295,657
Patz1,765,915,527,596,1355,943,1654,735
Osr1,15,7,25,27,22,15,182,55
Ghdc,171,212,235,264,114,50,170,35
Kdm1a,1893,2170,1646,1925,2908,2302,3179,2187
Olfr1364,0,0,0,0,0,0,0,0
Gtpbp4,1331,1480,910,997,2551,1860,2206,1445
Scn5a,32,27,20,54,56,25,77,39
Cpsf3,1065,1138,917,959,1311,1377,1382,1117
1500017E21Rik,10,19,12,21,25,27,42,34
Olfr1505,0,0,0,0,0,0,0,0
Zfp964,27,13,28,19,23,19,31,16
Vmn2r40,0,0,0,0,0,0,0,0
Vmn2r14,0,0,0,0,0,0,0,0
4930451G09Rik,14,10,13,10,6,7,18,12
1700029F12Rik,0,0,0,0,0,0,1,1
Nucb2,164,125,233,297,136,127,162,108
Ubn1,1728,1775,2215,2001,937,656,1729,908
Olfr509,0,0,0,0,0,0,0,0
Dmrt1,29,19,17,15,92,51,131,75
Mboat7,822,873,849,859,635,584,699,405
Sult1d1,0,1,5,4,0,0,0,0
Mir6537,1,0,0,0,0,0,0,0
Syndig1,33,82,12,24,74,92,81,113
Pik3r1,948,1392,1440,1796,606,686,1040,862
Bend5,541,511,681,643,167,85,249,130
Fbxo41,13,5,11,7,12,8,34,13
Nkx2-2os,2,2,1,0,1,0,3,0
Wdr6,1536,2162,1552,1771,2519,1579,4247,1716
Samhd1,628,1112,717,1163,1088,1010,1010,854
Mrpl45,811,921,633,706,1198,815,1126,735
Lhfpl4,33,10,18,11,136,43,248,16
Lrrtm2,0,1,6,1,1,4,5,3
Rgs9bp,65,68,46,40,55,34,102,46
Plagl2,543,761,720,863,877,759,1194,786
Rnf149,530,673,661,884,791,625,731,566
Ccne2,437,672,405,428,683,949,665,744
Zbtb21,615,657,584,621,669,491,701,421
Cyb561a3,172,199,254,229,160,88,185,127
4932429P05Rik,0,0,0,0,0,0,0,0
Esm1,0,0,7,14,5,3,14,5
Dlgap2,3,4,1,2,8,6,1,4
Fbxw21,2,1,9,3,1,0,0,1
Ptx4,0,1,0,0,0,0,1,3
Mfsd1,3491,4217,3741,4356,1719,916,1427,709
Diap3,516,493,391,318,318,331,341,314
Rb1cc1,627,701,641,789,791,653,886,726
Sprr2e,0,0,0,0,0,0,0,0
D19Bwg1357e,1275,1286,862,921,2617,2502,2134,1887
Mir1982,7,13,9,5,13,6,17,1
AI467606,5,11,0,5,22,10,34,11
Gm10791,8,17,12,10,9,5,20,11
Pcdhga5,848,1130,862,1105,1440,997,1690,1048
Olfr630,0,0,0,0,0,0,0,0
Vmn1r85,0,0,0,0,0,0,0,0
Zfp143,297,352,291,291,381,456,474,444
Olfr194,0,0,0,0,0,0,0,0
Slc13a5,5,3,2,5,2,1,2,3
Elavl3,29,29,81,12,98,36,541,62
Neurl2,117,110,135,143,57,31,63,21
Spen,1251,1477,1164,1148,1498,1374,2041,1277
Ap1g1,3791,3191,4386,3680,2639,2306,3330,2409
Isg20l2,920,983,702,740,1490,1168,1383,870
Olfr918,0,0,0,0,0,0,0,0
Nup188,2284,2593,1753,1934,2803,2335,3315,1974
Lhx8,2,9,2,2,2,2,5,2
4931406H21Rik,1,2,0,0,2,0,3,0
Ccdc47,1489,1605,1520,1790,1400,1274,1431,1119
Prpf39,1346,1513,1142,1264,2045,1841,2185,1876
Hps3,287,359,262,328,290,217,250,151
Krtap14,0,0,0,0,0,0,0,0
Snora31,3,14,3,7,28,29,12,25
Exph5,46,96,85,180,9,7,54,37
Edn3,16,16,20,23,51,19,69,13
Cbr1,612,690,770,978,391,232,561,232
Gm10318,0,0,0,0,0,0,0,0
Itgb1bp2,2,7,9,14,9,3,18,18
Tas2r107,0,0,0,0,0,0,0,0
Gm16894,0,0,0,0,0,0,0,0
Ap4e1,412,450,443,393,500,327,575,344
F730035M05Rik,0,0,1,0,0,0,0,0
Scaper,270,288,291,329,141,163,332,237
Gm17762,26,21,31,36,45,20,66,32
Rtn1,44,86,86,95,93,105,339,116
Hoxa10,27,27,11,22,138,22,275,155
Coa6,127,119,170,132,148,66,136,63
Samd4b,1190,1393,1220,1246,1732,988,1847,757
Sema3b,81,117,83,149,50,43,64,31
Olfr433,0,0,0,0,0,0,0,0
Cxcl5,0,0,1,1,4,0,3,3
Ptbp3,2878,3568,3455,4163,2353,2615,2797,2703
Elane,0,0,0,0,0,0,0,1
Olfr487,0,0,0,0,1,0,0,0
F11,0,0,0,0,0,0,0,0
Vmn1r114,0,0,0,0,0,0,0,0
Rchy1,396,495,469,507,485,312,571,419
Mira,13,8,8,10,84,32,25,3
Ccdc159,19,26,16,38,15,15,28,35
Pttg1,231,294,199,279,271,194,247,203
Nusap1,739,992,604,689,837,1207,1081,1104
Mirlet7d,0,5,3,5,2,2,0,0
4932416K20Rik,0,0,0,0,0,0,0,0
Fbxw11,1557,1865,1572,1741,2244,1462,2588,1400
I730030J21Rik,0,0,0,0,0,0,0,0
Hoxa9,64,23,24,9,314,75,211,114
Nrbp2,129,159,137,120,209,165,344,178
Olfr503,0,0,0,0,0,0,0,0
1110001J03Rik,69,82,89,68,94,28,103,25
Txnl4a,1715,1995,1642,1840,2589,1843,2302,1319
Gm4489,0,0,0,0,0,0,0,0
Mpg,228,216,240,233,288,99,318,99
Omt2a,0,0,0,0,0,0,0,0
Gata1,23,176,27,38,5,9,7,8
Slc1a2,20,14,28,9,43,31,238,43
Serpina3k,0,0,0,1,0,0,0,0
Kcnk1,228,180,173,86,299,214,338,216
Nppc,1,1,0,2,1,0,5,1
Hs3st3b1,343,295,384,418,520,508,383,325
Senp3,1417,1520,1208,1330,2258,1078,2432,896
Kank2,739,1124,608,957,948,844,1377,1141
Kif13b,450,403,440,333,263,166,427,205
Nlrp10,1,1,3,16,0,1,0,3
Syde1,198,310,250,373,297,178,496,340
Spatc1l,0,0,1,1,2,0,2,0
Slc25a28,186,194,224,207,258,183,274,153
Gata4,6314,5371,8653,6599,971,645,1623,762
Ppifos,76,76,65,50,72,55,125,55
Gm5095,0,0,0,0,1,0,0,0
Gm21379,0,0,0,0,0,0,0,0
Dynlt1b,10,8,8,19,12,3,31,6
Sav1,557,675,581,592,830,944,903,706
Mir544,0,0,0,0,0,0,0,0
Tle3,2148,2967,1745,2100,2405,1692,2648,1308
Slc24a4,7,10,8,21,7,1,14,37
Yipf1,299,283,374,367,218,184,240,121
Gm21002,0,0,0,0,0,0,0,0
Flnb,11244,9974,12891,10686,8122,5921,6065,3224
Zfp612,105,91,107,117,86,115,116,94
Mep1b,14,4,1,3,16,4,41,14
Olfr467,0,0,0,0,0,0,0,0
Ar,5,3,1,0,13,12,10,5
Mir501,0,0,0,0,0,0,0,0
Slc38a11,0,0,0,1,0,0,0,0
Gm7008,2,2,0,1,1,1,6,2
Prickle2,123,217,143,217,87,181,177,383
2210408F21Rik,1,0,0,1,0,0,1,0
Tm9sf4,1544,1624,1970,2098,1323,905,1623,1146
Fam124b,2,2,8,6,0,3,0,3
Rgma,277,262,157,95,443,330,526,187
Olfr1420,0,2,1,1,1,0,2,0
Mir466,0,0,0,0,0,0,0,0
Cipc,332,366,303,291,703,457,669,445
Olfr223,1,0,0,0,0,0,0,0
Cdc45,537,546,382,421,763,616,837,498
Tmem19,325,460,420,438,305,248,369,253
Tsga8,0,1,0,0,1,0,0,0
Irg1,0,1,0,0,0,0,0,0
Sdr42e1,4,4,5,3,8,0,5,4
AI463170,3,4,5,1,1,2,3,2
Irf9,181,219,244,306,178,162,269,182
Mgl2,0,0,0,0,0,0,0,0
Spopl,202,253,180,260,172,136,199,116
Ap2s1,821,1033,885,1011,956,632,1076,582
Slc31a1,1316,1564,1430,1741,903,808,1224,962
Gm4303,0,0,0,0,0,0,0,0
Gm10509,33,38,41,58,48,43,48,34
Zfp329,382,472,377,368,455,400,703,467
Kcnj8,1,0,2,4,0,2,21,21
Pcnx,632,753,575,644,963,1196,1328,1446
Pla2g3,6,7,7,8,4,6,25,3
Slitrk1,0,0,2,0,1,0,11,0
Cxcr4,274,384,109,98,471,1143,366,230
H1fnt,0,0,0,0,0,0,0,0
Scfd2,92,83,81,92,100,94,119,55
Olfr303,0,0,0,0,0,0,0,0
Dnpep,971,1239,956,1216,939,749,1128,718
Cd59b,8,9,8,12,7,10,5,6
Galnt5,2,0,0,0,4,5,2,7
Olfr1275,0,0,0,0,0,0,0,0
4930579F01Rik,0,0,0,0,0,0,0,1
Gm20743,0,0,0,0,0,0,0,0
Hspa13,711,613,1123,1073,661,495,951,788
4930423M02Rik,0,0,0,0,0,0,0,0
Ptbp2,668,725,589,536,1591,1219,2209,1405
Zfp518b,652,716,614,687,1076,676,1410,908
Cpeb3,81,53,103,84,36,13,48,21
4932411E22Rik,0,0,1,1,0,0,2,0
1700092E19Rik,0,0,0,0,0,0,1,0
Mir101c,0,0,0,0,0,0,0,0
Lemd2,367,375,450,472,425,194,524,219
Mir5132,2,7,5,6,3,1,2,1
Nt5c1a,0,1,1,0,1,0,0,0
Ap1g2,364,406,391,398,227,181,277,115
Hdgfl1,0,0,0,0,0,0,2,0
C1qtnf1,22,32,36,33,26,39,43,57
Fabp12,0,0,0,0,0,0,0,0
Rnf207,17,14,10,9,17,7,18,13
Scmh1,233,286,255,325,379,259,718,565
Gm16861,133,160,182,157,131,60,199,71
Naglu,502,419,888,673,96,48,174,115
Gm4814,0,0,0,0,0,0,0,0
G3bp1,2795,2959,2110,2155,5001,3593,4697,2931
Pak1ip1,946,1035,928,1025,1309,1035,1178,803
Mtx1,533,528,493,477,725,594,659,414
Rasal3,0,4,0,1,1,0,3,3
Mylk3,8,50,32,97,10,11,25,37
LOC100043315,0,0,0,0,0,0,0,0
Nmb,41,66,56,47,48,32,39,6
Nuf2,475,563,393,397,792,743,839,646
Wdsub1,104,160,154,216,118,45,167,122
Khdc3,6,0,4,2,4,0,6,4
Fam155a,1,0,12,3,3,10,41,32
Gm6607,0,0,0,0,0,0,0,0
Ap5s1,120,108,177,128,75,49,85,47
Krtap5-1,0,0,0,0,0,0,0,0
B230118H07Rik,71,68,70,91,92,62,155,109
Gsto1,522,607,771,1215,946,534,883,434
Smim22,9,2,13,8,3,0,4,0
Olfr1370,0,0,0,0,0,0,0,0
1600015I10Rik,2,0,3,0,0,1,1,0
Rpl9,27,23,16,21,39,24,45,11
Olfm1,104,177,154,236,353,550,699,563
Oog2,0,0,0,0,0,0,0,0
Csl,84,106,83,95,120,62,132,44
Ptprb,53,94,108,98,30,62,55,55
Helt,0,1,0,0,1,0,4,0
Cd300lh,0,0,0,0,0,0,0,0
Paxbp1,958,1058,1049,1000,1074,1138,1505,1203
Casc5,538,560,461,422,696,640,831,636
Anxa6,650,1481,1386,2540,783,715,1650,1817
Aqp1,38,19,342,92,11,17,14,8
Ly6d,0,0,0,0,0,1,1,0
Azi2,520,908,650,1045,581,470,732,464
Olfr281,0,0,0,0,0,0,0,0
Ttc19,239,283,240,248,288,309,370,290
Ncoa6,1478,1837,1744,1860,1326,1681,2104,1869
Chd1,2388,2543,1883,2021,3738,3889,3505,2876
Fam58b,163,204,188,199,194,172,237,171
Gm10104,0,0,0,0,0,0,0,0
Ccnd1,737,504,562,363,2837,2090,2754,1368
Fbxo22,706,885,844,1022,1074,604,1059,587
Sec22a,304,319,326,388,297,189,321,215
Hgh1,217,198,132,158,368,230,302,123
Hcn4,16,30,25,35,29,28,68,54
Akr1c13,15,13,21,54,4,4,7,11
Mall,7,2,1,1,32,23,6,7
Serpina11,0,0,0,0,0,0,0,0
Mir3099,0,0,0,0,0,0,0,0
Gm9268,0,0,0,0,0,0,0,0
Defb39,0,0,0,0,0,0,0,0
Scand1,215,271,298,403,142,73,267,35
Mir124a-1,0,0,0,0,0,0,0,0
Leng1,250,313,289,306,254,193,294,187
Dcaf11,688,626,884,672,553,340,659,289
Casp8ap2,1102,1226,945,893,1547,1408,1870,1321
Gm4937,0,0,0,0,0,0,0,0
Olfr362,0,0,0,0,0,0,0,0
Vnn3,0,0,0,0,0,0,0,0
Neu2,0,0,2,0,2,0,1,0
Tlr6,0,1,11,10,2,1,0,5
Atp13a3,6884,5413,10347,7563,3400,2077,3224,1732
Rnf165,505,345,589,367,449,374,651,270
Gabrg2,0,0,4,0,0,0,5,0
Gsta2,0,0,0,0,0,0,0,1
Smok3a,0,0,0,0,0,0,0,0
Vmn1r132,0,0,0,0,0,0,0,0
Olfr1391,0,0,0,0,0,0,0,0
Timm21,199,245,163,227,259,291,264,216
Kcnq5,158,164,252,109,59,167,133,212
Plxnb1,897,1103,990,981,1160,812,1823,739
Fbln1,1481,2443,2140,3603,1812,1826,3081,2920
Clk4,544,659,559,610,639,606,847,790
Ccar1,1735,1968,1547,1740,2625,2570,3198,2294
Bmpr1b,26,12,29,17,71,54,118,55
Dcn,19,112,925,1549,23,10,335,131
Ptpn4,153,211,128,141,235,225,339,187
Tet3,1282,1883,1630,1918,664,611,1207,865
Idua,362,326,663,594,117,95,206,184
Msh4,1,3,0,2,5,5,4,1
Kcnk13,8,7,8,7,11,5,5,4
9430021M05Rik,0,3,0,0,12,6,8,2
Pold3,1007,1041,847,825,1439,1396,1337,1062
Glul,4967,7132,4178,5660,2863,2171,2827,1509
Cog2,425,367,511,439,394,282,512,257
4930571O06Rik,0,0,0,0,0,0,0,0
Ccdc152,0,1,2,0,0,0,5,0
Fbxl13,3,5,1,4,3,6,5,3
Kcnk3,8,13,9,45,35,24,137,420
4933404O12Rik,61,35,47,48,45,34,62,52
Tmem181c-ps,2,2,2,4,5,1,11,4
Ubd,23,6,5,2,34,10,39,10
1700121L16Rik,0,0,0,0,0,0,0,0
Fbxo39,0,0,1,0,0,0,0,0
D6Ertd474e,0,0,0,2,1,0,0,1
